model,threshold,accuracy,precision,recall,f1,f2,mcc,auc_roc,auc_pr,TP,FP,TN,FN,run_id,cut_year,apply_smote,smote_strategy,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,ada_n_estimators,ada_learning_rate,rus_n_estimators,rus_learning_rate,logit_C,logit_penalty,svm_C,svm_kernel,svm_gamma,mlp_hidden_layer_sizes,mlp_alpha,mlp_learning_rate_init,mlp_activation
MLP,0.3,0.9294425087108014,0.9431111111111111,0.9842300556586271,0.9632319564230595,0.9757219054625713,0.11944577873913505,0.5855022528491917,0.9515028426007214,1061,64,6,17,run229,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.001,0.01,relu
MLP,0.3,0.89198606271777,0.9424860853432282,0.9424860853432282,0.9424860853432282,0.9424860853432282,0.056771799628942486,0.6091836734693878,0.9601247427358606,1016,62,8,62,run230,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.001,relu
MLP,0.3,0.9085365853658537,0.9426751592356688,0.961038961038961,0.9517684887459807,0.9573091849935317,0.0722551233824687,0.5827126954677975,0.9557640082986212,1036,63,7,42,run231,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.01,relu
MLP,0.3,0.8562717770034843,0.9393647738209817,0.9053803339517625,0.9220595181861124,0.911979069332835,0.004391841016664451,0.586522661012457,0.9572526182590507,976,63,7,102,run232,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.001,relu
MLP,0.3,0.9102787456445993,0.9419764279238441,0.963821892393321,0.9527739569005044,0.9593721144967683,0.06107829194465802,0.5725881261595547,0.9537913395877161,1039,64,6,39,run233,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.01,relu
SVM,0.3,0.9155052264808362,0.9375557537912578,0.9749536178107606,0.9558890404729422,0.9672372538192527,-0.03954747091867084,0.6497084548104957,0.9623264564335603,1051,70,0,27,run234,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,linear,scale,"(32,)",0.0001,0.001,relu
SVM,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.6676384839650145,0.96138897090953,1078,70,0,0,run235,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.3,0.9181184668989547,0.9377224199288257,0.9777365491651205,0.9573115349682108,0.9694628403237675,-0.03723592139359326,0.6502782931354361,0.9625420336233159,1054,70,0,24,run236,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,linear,scale,"(32,)",0.0001,0.001,relu
Logit,0.3,0.9372822299651568,0.9396853146853147,0.9972170686456401,0.9675967596759676,0.9851539589442815,0.046710908791103796,0.7123641664457991,0.9680801900352427,1075,69,1,3,run237,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.3,0.9381533101045296,0.9397379912663756,0.9981447124304267,0.9680611785874944,0.9858896829759941,0.058261420242869406,0.7281473628412403,0.969734190963885,1076,69,1,2,run238,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.3,0.9390243902439024,0.9405594405594405,0.9981447124304267,0.9684968496849685,0.9860703812316716,0.10848985267611204,0.7259077657036841,0.9706294172879834,1076,68,2,2,run239,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.683845746090644,0.9621184005198449,1053,55,15,25,run240,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.926829268292683,0.9501811594202898,0.9730983302411874,0.9615032080659945,0.968426883308715,0.23355014114546718,0.7020408163265306,0.964645321707891,1049,55,15,29,run241,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run242,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,300,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.683845746090644,0.9621184005198449,1053,55,15,25,run243,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,300,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.926829268292683,0.9501811594202898,0.9730983302411874,0.9615032080659945,0.968426883308715,0.23355014114546718,0.7020408163265306,0.964645321707891,1049,55,15,29,run244,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,300,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.9041811846689896,0.959203036053131,0.937847866419295,0.948405253283302,0.9420424897502795,0.2823786668985001,0.704386429896634,0.964607765935862,1011,43,27,67,run245,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.9250871080139372,0.9542124542124543,0.9666048237476809,0.96036866359447,0.964100666173205,0.28028716504225715,0.7085078187119003,0.96496037165146,1042,50,20,36,run246,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run247,2010,True,0.3,100,7,2,200,7,0.1,0.8,300,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.9041811846689896,0.959203036053131,0.937847866419295,0.948405253283302,0.9420424897502795,0.2823786668985001,0.704386429896634,0.964607765935862,1011,43,27,67,run248,2010,True,0.3,100,7,2,200,7,0.1,0.8,300,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.9250871080139372,0.9542124542124543,0.9666048237476809,0.96036866359447,0.964100666173205,0.28028716504225715,0.7085078187119003,0.96496037165146,1042,50,20,36,run249,2010,True,0.3,100,7,2,200,7,0.1,0.8,300,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.7274847601378214,0.966405635709434,1076,70,0,2,run250,2010,True,0.3,100,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9381533101045296,0.9389712292938099,0.9990723562152134,0.9680898876404495,0.9864444037369482,-0.007524158413986663,0.6919825072886298,0.9612266111113494,1077,70,0,1,run251,2010,True,0.3,100,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.936411149825784,0.9404031551270815,0.9953617810760668,0.9671022983325822,0.9838620942600403,0.07356436716652684,0.7254704479194274,0.9664552594494652,1073,68,2,5,run252,2010,True,0.3,200,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.936411149825784,0.9388646288209607,0.9972170686456401,0.967161493477283,0.984973428623786,-0.01304360154691106,0.7191492181288099,0.964632446880328,1075,70,0,3,run253,2010,True,0.3,200,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.6874105486350385,0.9602808445055135,1076,70,0,2,run254,2010,True,0.3,200,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9355400696864111,0.9395796847635727,0.9953617810760668,0.9666666666666667,0.9836817015034837,0.03201579583001798,0.7236019082957859,0.9652354426453078,1073,69,1,5,run255,2010,True,0.3,300,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.7063344818446858,0.9634528031144316,1076,70,0,2,run256,2010,True,0.3,300,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.678902729923138,0.959794022902105,1076,70,0,2,run257,2010,True,0.3,300,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9355400696864111,0.9395796847635727,0.9953617810760668,0.9666666666666667,0.9836817015034837,0.03201579583001798,0.7306387490060959,0.9659662903603008,1073,69,1,5,run258,2010,True,0.3,400,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9390243902439024,0.9397905759162304,0.9990723562152134,0.9685251798561151,0.9866251374129718,0.07664694070041267,0.7049695202756427,0.9632315695918897,1077,69,1,1,run259,2010,True,0.3,400,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.67896899019348,0.9609721496598658,1076,70,0,2,run260,2010,True,0.3,400,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9337979094076655,0.946524064171123,0.9851576994434137,0.9654545454545455,0.9771807140228193,0.20589017537487797,0.5963821892393322,0.9502376746450176,1062,60,10,16,run261,2010,True,0.3,100,7,2,200,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9372822299651568,0.9467140319715808,0.9888682745825603,0.9673321234119783,0.9801397572636998,0.22990448747925174,0.6219851576994435,0.9548563872668469,1066,60,10,12,run262,2010,True,0.3,100,7,2,200,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.936411149825784,0.9466666666666667,0.9879406307977736,0.9668633681343622,0.979400404634909,0.22336677456522602,0.6099390405512854,0.9510179136006035,1065,60,10,13,run263,2010,True,0.3,100,7,2,200,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.936411149825784,0.9466666666666667,0.9879406307977736,0.9668633681343622,0.979400404634909,0.22336677456522602,0.6180758017492711,0.9561677746398549,1065,60,10,13,run264,2010,True,0.3,100,7,2,200,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9407665505226481,0.9476950354609929,0.9916512059369202,0.9691749773345422,0.9825367647058824,0.27212876823458965,0.6191094619666049,0.9532361680586604,1069,59,11,9,run265,2010,True,0.3,100,7,2,200,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9337979094076655,0.9473214285714285,0.9842300556586271,0.9654231119199272,0.976620029455081,0.2192989637811928,0.6409488470712961,0.9580308016302219,1061,59,11,17,run266,2010,True,0.3,100,7,2,200,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9346689895470384,0.9473684210526315,0.9851576994434137,0.965893587994543,0.97736057426836,0.22468822366385582,0.5917704744235357,0.9496813185956968,1062,59,11,16,run267,2010,True,0.3,100,7,2,200,7,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9277003484320557,0.9461883408071748,0.9786641929499073,0.9621523027815777,0.9719918923899024,0.17402695913895574,0.6280148423005567,0.9536064755770537,1055,60,10,23,run268,2010,True,0.3,100,7,2,200,10,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9337979094076655,0.9449378330373002,0.987012987012987,0.9655172413793104,0.9783008458992276,0.17679978896291754,0.5906175457195866,0.9463327301547291,1064,62,8,14,run269,2010,True,0.3,100,7,2,200,10,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.936411149825784,0.9458740017746229,0.9888682745825603,0.9668934240362812,0.9799595513881229,0.2097015979605494,0.6341372912801484,0.9566861200324712,1066,61,9,12,run270,2010,True,0.3,100,7,2,200,13,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9372822299651568,0.947508896797153,0.9879406307977736,0.9673024523160763,0.9795805739514348,0.24265408774824943,0.6081367611979857,0.9516561269692037,1065,59,11,13,run271,2010,True,0.3,100,7,2,200,13,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9372822299651568,0.9491071428571428,0.9860853432282004,0.9672429481346679,0.978460972017673,0.2664971659598222,0.6376358335542008,0.9559611556406716,1063,57,13,15,run272,2010,True,0.3,100,7,2,200,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9137630662020906,0.9470319634703196,0.9619666048237476,0.9544408651633686,0.9589421120769374,0.15210851668135955,0.5743705274317519,0.944680447967817,1037,58,12,41,run273,2010,True,0.3,100,7,2,200,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9277003484320557,0.9461883408071748,0.9786641929499073,0.9621523027815777,0.9719918923899024,0.17402695913895574,0.6324542804134641,0.9553200788893165,1055,60,10,23,run274,2010,True,0.3,100,7,2,200,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9303135888501742,0.9447415329768271,0.9833024118738405,0.9636363636363636,0.9753404490246596,0.15695395977853016,0.59018022793533,0.9542780088917201,1060,62,8,18,run275,2010,True,0.3,100,7,2,200,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9303135888501742,0.9447415329768271,0.9833024118738405,0.9636363636363636,0.9753404490246596,0.15695395977853016,0.5997084548104956,0.9513553429350776,1060,62,8,18,run276,2010,True,0.3,100,7,2,200,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9320557491289199,0.9464285714285714,0.9833024118738405,0.9645131938125568,0.975699558173785,0.19569986269187808,0.5889477869069706,0.9500389181746639,1060,60,10,18,run277,2010,True,0.3,100,7,2,200,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9346689895470384,0.9489704565801254,0.9833024118738405,0.9658314350797267,0.9762387179959476,0.2495057615528224,0.6225417439703154,0.9525169099900312,1060,57,13,18,run278,2010,True,0.3,100,7,2,300,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9277003484320557,0.945389435989257,0.9795918367346939,0.9621867881548974,0.9725547983053969,0.15967273214631775,0.5860985952822688,0.9484057718735416,1056,61,9,22,run279,2010,True,0.3,100,7,2,300,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9381533101045296,0.9459698848538529,0.9907235621521335,0.9678296329859538,0.9814372358022422,0.2237468020229163,0.6141796978531673,0.9547994219853339,1068,61,9,10,run280,2010,True,0.3,100,7,2,300,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9337979094076655,0.946524064171123,0.9851576994434137,0.9654545454545455,0.9771807140228193,0.20589017537487797,0.5935860058309038,0.9500276584886742,1062,60,10,16,run281,2010,True,0.3,100,7,2,300,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9337979094076655,0.9449378330373002,0.987012987012987,0.9655172413793104,0.9783008458992276,0.17679978896291754,0.5998012191889743,0.9537978538408254,1064,62,8,14,run282,2010,True,0.3,100,7,2,300,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9390243902439024,0.9468085106382979,0.9907235621521335,0.9682683590208522,0.9816176470588235,0.24430512858965656,0.612364166445799,0.9529445533436428,1068,60,10,10,run283,2010,True,0.3,100,7,2,300,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9303135888501742,0.9463327370304114,0.9814471243042672,0.9635701275045537,0.9742173112338858,0.18645022372332148,0.6245295520805725,0.9564343998140029,1058,60,10,20,run284,2010,True,0.3,100,7,2,300,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9303135888501742,0.9455357142857143,0.9823747680890538,0.9636032757051866,0.9747790868924889,0.17210076160256338,0.5757818711900344,0.9465264923489906,1059,61,9,19,run285,2010,True,0.3,100,7,2,300,7,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9294425087108014,0.9454870420017873,0.9814471243042672,0.9631315430131998,0.9740379303995581,0.16776844778311217,0.6145573813941161,0.9538536641510773,1058,61,9,20,run286,2010,True,0.3,100,7,2,300,10,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.926829268292683,0.94375,0.9805194805194806,0.9617834394904459,0.9729381443298969,0.12490255942393395,0.5810760667903525,0.9467834590391884,1057,63,7,21,run287,2010,True,0.3,100,7,2,300,10,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9346689895470384,0.9457777777777778,0.987012987012987,0.9659555152065366,0.9784807798418246,0.1973865256087033,0.6130797773654917,0.9536467336435942,1064,61,9,14,run288,2010,True,0.3,100,7,2,300,13,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9355400696864111,0.9474153297682709,0.9860853432282004,0.9663636363636363,0.9781008465218991,0.23035828317305188,0.601080042406573,0.9514480887658108,1063,59,11,15,run289,2010,True,0.3,100,7,2,300,13,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9329268292682927,0.9464763603925067,0.9842300556586271,0.9649840836743975,0.9764402724093503,0.20066679688362613,0.6287834614365226,0.9550171637880847,1061,60,10,17,run290,2010,True,0.3,100,7,2,300,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9111498257839721,0.9468864468864469,0.9591836734693877,0.9529953917050691,0.956698741672835,0.14508982661010958,0.5611317254174397,0.944577511649004,1034,58,12,44,run291,2010,True,0.3,100,7,2,300,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9285714285714286,0.947841726618705,0.9777365491651205,0.9625570776255707,0.9716076696165191,0.20479626882754573,0.6211900344553406,0.9546702850456379,1054,58,12,24,run292,2010,True,0.3,100,7,2,300,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9303135888501742,0.943950177935943,0.9842300556586271,0.963669391462307,0.9759013980868285,0.14087590260576116,0.5894381129075007,0.9544727175306709,1061,63,7,17,run293,2010,True,0.3,100,7,2,300,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9303135888501742,0.9447415329768271,0.9833024118738405,0.9636363636363636,0.9753404490246596,0.15695395977853016,0.5884177047442354,0.9504781622148106,1060,62,8,18,run294,2010,True,0.3,100,7,2,300,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.931184668989547,0.9463806970509383,0.9823747680890538,0.9640418752844788,0.9749585711655312,0.19096745742597085,0.5868937185263716,0.9509383861452623,1059,60,10,19,run295,2010,True,0.3,100,7,2,300,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run296,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run296,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9390243902439024,0.9556962025316456,0.9805194805194806,0.967948717948718,0.975452196382429,0.3575355395046445,0.712642459581235,0.9647735218516775,1057,49,21,21,run296,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9076655052264808,0.9559099437148217,0.9452690166975881,0.9505597014925373,0.9473782075120862,0.25443125738647904,0.6265703684071031,0.9530705106413345,1019,47,23,59,run296,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.8937282229965157,0.9596153846153846,0.9257884972170687,0.9423984891406988,0.9323617339312407,0.2670334085968295,0.7057050092764379,0.9646816323250359,998,42,28,80,run296,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.8858885017421603,0.957487922705314,0.9192949907235621,0.9380028395646001,0.9266878623527212,0.23352277083457149,0.685164325470448,0.9623796729759913,991,44,26,87,run296,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.5,0.9381533101045296,0.9459698848538529,0.9907235621521335,0.9678296329859538,0.9814372358022422,0.2237468020229163,0.703551550490326,0.9642228621905526,1068,61,9,10,run296,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.5,0.867595818815331,0.9530332681017613,0.9035250463821892,0.9276190476190476,0.9130108736407949,0.16673509131105954,0.675728862973761,0.9618264182706308,974,48,22,104,run296,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.5,0.9250871080139372,0.9420677361853832,0.9805194805194806,0.9609090909090909,0.97258005152742,0.08354963638400846,0.6510204081632652,0.9610659915493096,1057,65,5,21,run296,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.5,0.877177700348432,0.940733772342427,0.9276437847866419,0.9341429238673518,0.9302325581395349,0.025262702546387718,0.6040816326530611,0.9567754186082291,1000,63,7,78,run297,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.01,relu
