model,threshold,accuracy,precision,recall,f1,f2,mcc,auc_roc,auc_pr,TP,FP,TN,FN,run_id,cut_year,apply_smote,smote_strategy,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,ada_n_estimators,ada_learning_rate,rus_n_estimators,rus_learning_rate,logit_C,logit_penalty,svm_C,svm_kernel,svm_gamma,mlp_hidden_layer_sizes,mlp_alpha,mlp_learning_rate_init,mlp_activation
XGBoost,0.3,0.9329268292682927,0.9448888888888889,0.9860853432282004,0.9650476622787109,0.9775611550487401,0.17140627665218053,0.6082692817386695,0.9507079630452179,1063,62,8,15,run493,2010,True,0.4,100,7,2,200,13,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9102787456445993,0.9427792915531336,0.9628942486085343,0.9527306103717301,0.958802881950859,0.07594981931216825,0.5771667108401802,0.9508310784279612,1038,63,7,40,run494,2010,True,0.4,100,7,2,200,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9085365853658537,0.9451052150045746,0.9582560296846011,0.9516351911561493,0.9555966697502313,0.11328560068483375,0.5571296050887887,0.9418712037128996,1033,60,10,45,run495,2010,True,0.4,100,7,2,200,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9250871080139372,0.9452423698384201,0.9768089053803339,0.9607664233576643,0.9703280501290085,0.14874278782016462,0.6060826928173866,0.9529537330403999,1053,61,9,25,run496,2010,True,0.4,100,7,2,200,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9277003484320557,0.9430097951914514,0.9823747680890538,0.9622898682417084,0.9742410303587856,0.11162868713430649,0.6134177047442353,0.9515580315399288,1059,64,6,19,run497,2010,True,0.4,100,7,2,200,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9189895470383276,0.9473206176203451,0.9675324675324676,0.9573198715006884,0.9634213929429152,0.16780653293455464,0.5957195865359131,0.9539996096059623,1043,58,12,35,run498,2010,True,0.4,100,7,2,200,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.936411149825784,0.9474621549421193,0.987012987012987,0.9668332576101772,0.9788408463661453,0.2363364847502892,0.5931884442088524,0.9486896528653216,1064,59,11,14,run499,2010,True,0.4,100,7,2,200,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9329268292682927,0.9472743521000894,0.9833024118738405,0.9649522075557578,0.9758792119315043,0.21416646706882952,0.6269944341372913,0.9538815949723141,1060,59,11,18,run500,2010,True,0.4,100,7,2,300,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9329268292682927,0.9464763603925067,0.9842300556586271,0.9649840836743975,0.9764402724093503,0.20066679688362613,0.6146700238536973,0.9509507023258214,1061,60,10,17,run501,2010,True,0.4,100,7,2,300,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9425087108013938,0.9493783303730018,0.9916512059369202,0.97005444646098,0.9828981243104082,0.3095615352537531,0.6381129075006626,0.954002798646797,1069,57,13,9,run502,2010,True,0.4,100,7,2,300,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9372822299651568,0.948306595365419,0.987012987012987,0.9672727272727273,0.9790209790209791,0.2548263909712258,0.6088258680095415,0.948681708357649,1064,58,12,14,run503,2010,True,0.4,100,7,2,300,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9346689895470384,0.9441984056687334,0.9888682745825603,0.966017217942909,0.9795993383569197,0.16667918844319893,0.6351444473893452,0.9568888796011582,1066,63,7,12,run504,2010,True,0.4,100,7,2,300,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9355400696864111,0.9450354609929078,0.9888682745825603,0.9664551223934723,0.9797794117647058,0.18865784929979035,0.6237874370527432,0.9514908147690436,1066,62,8,12,run505,2010,True,0.4,100,7,2,300,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.921602787456446,0.9434470377019749,0.9749536178107606,0.958941605839416,0.9684850718761518,0.10579592654814525,0.5762788232175987,0.9484171643598878,1051,63,7,27,run506,2010,True,0.4,100,7,2,300,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9277003484320557,0.9445933869526363,0.9805194805194806,0.9622212107419208,0.973117289633585,0.1445694381402535,0.5874834349324145,0.9476831687714423,1057,62,8,21,run507,2010,True,0.4,100,7,2,300,7,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9259581881533101,0.9436997319034852,0.9795918367346939,0.9613108784706418,0.9721966488676118,0.12137042849739481,0.5880731513384574,0.9479710870164809,1056,63,7,22,run508,2010,True,0.4,100,7,2,300,10,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9294425087108014,0.944692239072257,0.9823747680890538,0.9631650750341064,0.9745996686913307,0.15262394332316673,0.5883381924198251,0.9499712081396654,1059,62,8,19,run509,2010,True,0.4,100,7,2,300,10,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9320557491289199,0.9456327985739751,0.9842300556586271,0.9645454545454546,0.9762605815237394,0.18142206757670407,0.5998144712430427,0.9522058125939598,1061,61,9,17,run510,2010,True,0.4,100,7,2,300,13,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9303135888501742,0.943950177935943,0.9842300556586271,0.963669391462307,0.9759013980868285,0.14087590260576116,0.6042804134640869,0.9497309236810052,1061,63,7,17,run511,2010,True,0.4,100,7,2,300,13,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9041811846689896,0.9424131627056673,0.9564007421150278,0.9493554327808471,0.9535701072881982,0.063743760100496,0.5623774184998676,0.948835370298893,1031,63,7,47,run512,2010,True,0.4,100,7,2,300,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.8911149825783972,0.9440820130475303,0.9397031539888683,0.9418874941887494,0.9405756731662024,0.07994644443401391,0.5466472303206997,0.9413920165370883,1013,60,10,65,run513,2010,True,0.4,100,7,2,300,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9198606271777003,0.9441441441441442,0.9721706864564007,0.9579524680073126,0.966433050534858,0.11563845064245762,0.5880864033925259,0.9499046244596692,1048,62,8,30,run514,2010,True,0.4,100,7,2,300,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9259581881533101,0.9452914798206278,0.9777365491651205,0.9612403100775194,0.9710705730606228,0.1522403779948422,0.5924728332891598,0.9495739299441786,1054,61,9,24,run515,2010,True,0.4,100,7,2,300,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9189895470383276,0.9473206176203451,0.9675324675324676,0.9573198715006884,0.9634213929429152,0.16780653293455464,0.5874900609594487,0.9523313474116539,1043,58,12,35,run516,2010,True,0.4,100,7,2,300,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9320557491289199,0.947227191413238,0.9823747680890538,0.9644808743169399,0.9751381215469613,0.20926950483572798,0.5872846541213887,0.9479475666224222,1059,59,11,19,run517,2010,True,0.4,100,7,2,300,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run518,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run518,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9407665505226481,0.9557761732851986,0.9823747680890538,0.9688929551692589,0.9769372693726938,0.36845496391574195,0.7147826663132786,0.9640531748630048,1059,49,21,19,run518,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9067944250871081,0.9524697110904008,0.948051948051948,0.9502556950255695,0.9489322191272052,0.21253178374255835,0.6399549430161675,0.9549582700102774,1022,51,19,56,run518,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.882404181184669,0.9591041869522883,0.9137291280148423,0.9358669833729216,0.9224573890241619,0.24447549598547583,0.7022727272727273,0.9649458134717321,985,42,28,93,run518,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.9163763066202091,0.9512867647058824,0.9601113172541744,0.9556786703601108,0.9583333333333334,0.21822117223171972,0.679737609329446,0.9615122368779425,1035,53,17,43,run518,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.5,0.9381533101045296,0.9459698848538529,0.9907235621521335,0.9678296329859538,0.9814372358022422,0.2237468020229163,0.7107606679035251,0.9659570822175596,1068,61,9,10,run518,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.5,0.9277003484320557,0.9535095715587967,0.9703153988868275,0.9618390804597701,0.966907006840451,0.2807538038639351,0.668976941425921,0.9609288898096093,1046,51,19,32,run518,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.5,0.9128919860627178,0.9413357400722022,0.9675324675324676,0.9542543458371455,0.9621771217712177,0.05083806992267136,0.6593824542804134,0.9633338307731859,1043,65,5,35,run518,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.5,0.9181184668989547,0.9416517055655296,0.9730983302411874,0.9571167883211679,0.9666420936232952,0.0628490652761259,0.626636628677445,0.9620987560480873,1049,65,5,29,run519,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.01,relu
MLP,0.5,0.9128919860627178,0.9413357400722022,0.9675324675324676,0.9542543458371455,0.9621771217712177,0.05083806992267136,0.658322289954943,0.9632076321989657,1043,65,5,35,run520,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.001,0.001,relu
MLP,0.5,0.9041811846689896,0.9473197781885397,0.950834879406308,0.9490740740740741,0.9501297738227661,0.14036597653472108,0.6824675324675324,0.9671208634116587,1025,57,13,53,run521,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.001,0.01,relu
MLP,0.5,0.9067944250871081,0.94337899543379,0.9582560296846011,0.9507593189139438,0.9552432032550398,0.0827182615054403,0.615425390935595,0.9580260751240617,1033,62,8,45,run522,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.0001,0.001,relu
MLP,0.5,0.8554006968641115,0.9367816091954023,0.9072356215213359,0.9217719132893497,0.9129947722180732,-0.029696409613717775,0.5134972170686457,0.9432762010858752,978,66,4,100,run523,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.0001,0.01,relu
MLP,0.5,0.9181184668989547,0.9416517055655296,0.9730983302411874,0.9571167883211679,0.9666420936232952,0.0628490652761259,0.6138616485555262,0.9574380028277554,1049,65,5,29,run524,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.001,0.001,relu
MLP,0.5,0.8562717770034843,0.9393647738209817,0.9053803339517625,0.9220595181861124,0.911979069332835,0.004391841016664451,0.5175987278028095,0.9470470261960058,976,63,7,102,run525,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.001,0.01,relu
MLP,0.5,0.8797909407665505,0.9467680608365019,0.9239332096474954,0.9352112676056338,0.9284116331096197,0.10712790484883267,0.664060429366552,0.9661691822981674,996,56,14,82,run526,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.001,relu
MLP,0.5,0.8980836236933798,0.9404216315307058,0.9517625231910947,0.946058091286307,0.9494725152692949,0.02554640806704556,0.5300424065730187,0.9462743706526167,1026,65,5,52,run527,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.01,relu
MLP,0.5,0.8789198606271778,0.942507068803016,0.9276437847866419,0.9350163627863488,0.9305788200260562,0.05082705485557293,0.661555791147628,0.9648321444652851,1000,61,9,78,run528,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.001,relu
MLP,0.5,0.8876306620209059,0.9397590361445783,0.9406307977736549,0.9401947148817803,0.9404563160823595,0.012140811721798506,0.5524251258945136,0.9502763495202693,1014,65,5,64,run529,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.01,relu
SVM,0.5,0.867595818815331,0.940952380952381,0.9165120593692022,0.9285714285714286,0.9212980231256994,0.026373637700165882,0.6616883116883117,0.9644706819109929,988,62,8,90,run530,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,linear,scale,"(32,)",0.0001,0.001,relu
SVM,0.5,0.936411149825784,0.9506726457399103,0.9833024118738405,0.9667122663018696,0.9765984890363,0.28295986485952346,0.6646567717996289,0.9610061461398115,1060,55,15,18,run531,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.5,0.867595818815331,0.941793893129771,0.9155844155844156,0.9285042333019755,0.9207089552238806,0.03746846927945859,0.6641664457990989,0.9646876524931943,987,61,9,91,run532,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,linear,scale,"(32,)",0.0001,0.001,relu
Logit,0.5,0.9320557491289199,0.9440497335701599,0.9860853432282004,0.9646098003629764,0.9773813902169916,0.15024743970475044,0.7088258680095415,0.9682856095531241,1063,63,7,15,run533,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.5,0.9294425087108014,0.9431111111111111,0.9842300556586271,0.9632319564230595,0.9757219054625713,0.11944577873913505,0.7194805194805194,0.9699102770308924,1061,64,6,17,run534,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.5,0.9303135888501742,0.9423758865248227,0.9860853432282004,0.9637352674524026,0.9770220588235294,0.10518693036499102,0.7166975881261596,0.9708804470680275,1063,65,5,15,run535,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.8885017421602788,0.9567307692307693,0.9230055658627088,0.939565627950897,0.929559043348281,0.22962440033098666,0.6812483434932415,0.9621649609964915,995,45,25,83,run536,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.9155052264808362,0.9520737327188941,0.9582560296846011,0.9551548774849745,0.9570131554567353,0.22631675693906103,0.6435661277498013,0.9560443490877366,1033,52,18,45,run537,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.9163763066202091,0.9512867647058824,0.9601113172541744,0.9556786703601108,0.9583333333333334,0.21822117223171972,0.679737609329446,0.9615122368779425,1035,53,17,43,run538,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,300,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.8885017421602788,0.9567307692307693,0.9230055658627088,0.939565627950897,0.929559043348281,0.22962440033098666,0.6812483434932415,0.9621649609964915,995,45,25,83,run539,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,300,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.9155052264808362,0.9520737327188941,0.9582560296846011,0.9551548774849745,0.9570131554567353,0.22631675693906103,0.6435661277498013,0.9560443490877366,1033,52,18,45,run540,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,300,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.8945993031358885,0.9570200573065902,0.9294990723562152,0.9430588235294117,0.9348759096846426,0.24213863579546058,0.7079711105221309,0.9652399865893586,1002,45,25,76,run541,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.9198606271777003,0.9573283858998145,0.9573283858998145,0.9573283858998145,0.9573283858998145,0.3001855287569573,0.6532931354359925,0.9568836022009587,1032,46,24,46,run542,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.882404181184669,0.9591041869522883,0.9137291280148423,0.9358669833729216,0.9224573890241619,0.24447549598547583,0.7022727272727273,0.9649458134717321,985,42,28,93,run543,2010,True,0.4,100,7,2,200,7,0.1,0.8,300,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.8945993031358885,0.9570200573065902,0.9294990723562152,0.9430588235294117,0.9348759096846426,0.24213863579546058,0.7079711105221309,0.9652399865893586,1002,45,25,76,run544,2010,True,0.4,100,7,2,200,7,0.1,0.8,300,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.9198606271777003,0.9573283858998145,0.9573283858998145,0.9573283858998145,0.9573283858998145,0.3001855287569573,0.6532931354359925,0.9568836022009587,1032,46,24,46,run545,2010,True,0.4,100,7,2,200,7,0.1,0.8,300,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9425087108013938,0.9525939177101967,0.9879406307977736,0.9699453551912568,0.9806629834254144,0.346185191510167,0.7060429366551816,0.9644385585065296,1065,53,17,13,run546,2010,True,0.4,100,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9433797909407665,0.9494232475598935,0.9925788497217068,0.9705215419501134,0.9836366979224123,0.3183621416115134,0.6663795388285185,0.9596360083289125,1070,57,13,8,run547,2010,True,0.4,100,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9425087108013938,0.9566787003610109,0.9833024118738405,0.969807868252516,0.977859778597786,0.3883060197903089,0.7331433872250201,0.9665723909645523,1060,48,22,18,run548,2010,True,0.4,200,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9425087108013938,0.9509803921568627,0.9897959183673469,0.97,0.9817813765182186,0.3282307143657475,0.709541478929234,0.9651314878089687,1067,55,15,11,run549,2010,True,0.4,200,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9433797909407665,0.9494232475598935,0.9925788497217068,0.9705215419501134,0.9836366979224123,0.3183621416115134,0.6821097270076861,0.9604374621731351,1070,57,13,8,run550,2010,True,0.4,200,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9425087108013938,0.9566787003610109,0.9833024118738405,0.969807868252516,0.977859778597786,0.3883060197903089,0.7270606944076332,0.9658663951825887,1060,48,22,18,run551,2010,True,0.4,300,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9433797909407665,0.951828724353256,0.9897959183673469,0.9704411095952705,0.9819620835634087,0.3447953575650043,0.7061887092499337,0.9648204200973065,1067,54,16,11,run552,2010,True,0.4,300,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9433797909407665,0.9494232475598935,0.9925788497217068,0.9705215419501134,0.9836366979224123,0.3183621416115134,0.6786906970580441,0.9593815293615532,1070,57,13,8,run553,2010,True,0.4,300,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9433797909407665,0.9567177637511272,0.9842300556586271,0.9702789208962048,0.9786017339974175,0.39430074964664846,0.7303737079247283,0.9658443183643639,1061,48,22,17,run554,2010,True,0.4,400,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9442508710801394,0.9518716577540107,0.9907235621521335,0.9709090909090909,0.9827015090172985,0.3526988221639214,0.7023986217863769,0.9643329124966382,1068,54,16,10,run555,2010,True,0.4,400,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9416376306620209,0.9477413640389726,0.9925788497217068,0.9696420480289987,0.9832751332475648,0.2808144156026337,0.6825337927378744,0.9594672214469437,1070,59,11,8,run556,2010,True,0.4,400,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8963414634146342,0.9527856468366384,0.9359925788497218,0.9443144595226953,0.9393036678458387,0.19837847946661913,0.6319374503047973,0.9528909537506154,1009,50,20,69,run557,2010,True,0.4,100,7,2,200,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9224738675958188,0.9566020313942751,0.961038961038961,0.9588153632577511,0.9601482854494903,0.29984832812827067,0.6500132520540685,0.9546023742693204,1036,47,23,42,run558,2010,True,0.4,100,7,2,200,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9076655052264808,0.9516728624535316,0.9499072356215214,0.9507892293407614,0.9502598366740905,0.20434379089921342,0.6254571958653591,0.9510449971928949,1024,52,18,54,run559,2010,True,0.4,100,7,2,200,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9259581881533101,0.9534246575342465,0.9684601113172542,0.9608835710998619,0.965415202515258,0.2735414632392182,0.6433077126954678,0.9576133191509657,1044,51,19,34,run560,2010,True,0.4,100,7,2,200,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9224738675958188,0.9491371480472298,0.9693877551020408,0.9591555759522716,0.9652687973397377,0.2045492183835092,0.6364431486880466,0.9520000265306864,1045,56,14,33,run561,2010,True,0.4,100,7,2,200,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8945993031358885,0.9501411100658513,0.9369202226345084,0.9434843531060252,0.9395348837209302,0.1642923407211389,0.5963556851311953,0.9499756270732411,1010,53,17,68,run562,2010,True,0.4,100,7,2,200,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9015679442508711,0.9505135387488328,0.9443413729128015,0.947417403443462,0.9455693851012447,0.17906912169826944,0.5987675589716406,0.9485547530998786,1018,53,17,60,run563,2010,True,0.4,100,7,2,200,7,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8954703832752613,0.950187969924812,0.937847866419295,0.9439775910364145,0.9402901785714286,0.16604206852650108,0.5982374768089054,0.9491946589408667,1011,53,17,67,run564,2010,True,0.4,100,7,2,200,10,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9015679442508711,0.9471733086190918,0.948051948051948,0.9476124246638851,0.9478760897792617,0.13466961925256496,0.5898224224754837,0.9506922681981264,1022,57,13,56,run565,2010,True,0.4,100,7,2,200,10,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
